dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,Mmm,quarter,fiscal_year,district
20_2,2022-07-01,1403,43309810,1442,44095103,Jul,Q2,2022,Jagtial
22_1,2022-07-01,2854,140282330,3101,149272574,Jul,Q2,2022,Khammam
20_4,2022-07-01,907,38040150,951,40699289,Jul,Q2,2022,Peddapalli
20_3,2022-07-01,1538,36197653,1559,36656253,Jul,Q2,2022,Rajanna Sircilla
14_5,2022-07-01,770,20197334,726,18560619,Jul,Q2,2022,Narayanpet
23_1,2022-07-01,4354,118724734,4470,119439469,Jul,Q2,2022,Nalgonda
20_1,2022-07-01,2625,118665402,2671,119944058,Jul,Q2,2022,Karimnagar
19_3,2022-07-01,1179,41714048,1308,43239921,Jul,Q2,2022,Mancherial
17_2,2022-07-01,5406,541290005,6097,615808901,Jul,Q2,2022,Sangareddy
15_1,2022-07-01,18794,2787068800,19878,2868325989,Jul,Q2,2022,Rangareddy
17_1,2022-07-01,907,42165514,1009,45191997,Jul,Q2,2022,Medak
19_4,2022-07-01,180,5285698,200,5351183,Jul,Q2,2022,Kumurambheem Asifabad
17_3,2022-07-01,4310,77540673,2886,79207847,Jul,Q2,2022,Siddipet
23_2,2022-07-01,2776,78687279,2717,78735343,Jul,Q2,2022,Suryapet
16_1,2022-07-01,5214,1008152412,5610,1020993124,Jul,Q2,2022,Hyderabad
21_5,2022-07-01,2074,47272385,1692,37443717,Jul,Q2,2022,Mahabubabad
18_1,2022-07-01,3161,103854975,3305,105456567,Jul,Q2,2022,Nizamabad
21_2,2022-07-01,791,20401003,831,21001687,Jul,Q2,2022,Warangal
19_2,2022-07-01,980,24530135,999,26783971,Jul,Q2,2022,Nirmal
21_1,2022-07-01,4185,232096281,4566,246642854,Jul,Q2,2022,Hanumakonda
15_3,2022-07-01,1291,47635696,1333,48449014,Jul,Q2,2022,Vikarabad
19_1,2022-07-01,684,21754906,720,22687621,Jul,Q2,2022,Adilabad
15_2,2022-07-01,12736,1724072796,13416,1757943658,Jul,Q2,2022,Medchal_Malkajgiri
21_3,2022-07-01,1512,34217933,1500,34574800,Jul,Q2,2022,Jangoan
18_2,2022-07-01,1568,39274205,1553,38517549,Jul,Q2,2022,Kamareddy
22_2,2022-08-01,390,18804464,384,17356516,Aug,Q2,2022,Bhadradri Kothagudem
14_1,2022-08-01,2619,92104718,2723,96154871,Aug,Q2,2022,Mahabubnagar
17_3,2022-08-01,2761,80566072,2898,83214225,Aug,Q2,2022,Siddipet
21_1,2022-08-01,3922,239012238,4465,250566348,Aug,Q2,2022,Hanumakonda
20_4,2022-08-01,981,43236533,1001,42184867,Aug,Q2,2022,Peddapalli
19_1,2022-08-01,619,22973172,648,23303967,Aug,Q2,2022,Adilabad
19_2,2022-08-01,1017,27530795,1091,25892243,Aug,Q2,2022,Nirmal
18_1,2022-08-01,3559,127143504,3752,130819001,Aug,Q2,2022,Nizamabad
21_3,2022-08-01,1504,40086249,1545,40272693,Aug,Q2,2022,Jangoan
18_2,2022-08-01,1348,39243390,1389,39388216,Aug,Q2,2022,Kamareddy
14_3,2022-08-01,1998,39184503,1989,38221212,Aug,Q2,2022,Nagarkurnool
14_2,2022-08-01,1225,23707880,1245,24189151,Aug,Q2,2022,Jogulamba Gadwal
19_3,2022-08-01,1680,60029351,1834,59331178,Aug,Q2,2022,Mancherial
22_1,2022-08-01,2859,139266851,3052,140688447,Aug,Q2,2022,Khammam
21_6,2022-08-01,1033,22735248,1094,24542032,Aug,Q2,2022,Mulugu
23_2,2022-08-01,2330,78378002,2422,75675434,Aug,Q2,2022,Suryapet
20_2,2022-08-01,1520,52656759,1512,49874381,Aug,Q2,2022,Jagtial
15_1,2022-08-01,18330,3165250183,19162,3268908071,Aug,Q2,2022,Rangareddy
21_2,2022-08-01,729,21221709,785,20858235,Aug,Q2,2022,Warangal
15_2,2022-08-01,13231,2042609039,13836,1996055423,Aug,Q2,2022,Medchal_Malkajgiri
23_3,2022-08-01,4784,160480505,4979,169036786,Aug,Q2,2022,Yadadri Bhuvanagiri
15_3,2022-08-01,1038,30174684,1091,29815444,Aug,Q2,2022,Vikarabad
23_1,2022-08-01,3837,104828788,3892,107144224,Aug,Q2,2022,Nalgonda
20_1,2022-08-01,2646,134360250,2729,135895649,Aug,Q2,2022,Karimnagar
14_5,2022-08-01,654,13711592,690,15014978,Aug,Q2,2022,Narayanpet
20_3,2022-08-01,1355,31110454,1412,33796619,Aug,Q2,2022,Rajanna Sircilla
17_1,2022-08-01,917,41347505,999,44100333,Aug,Q2,2022,Medak
14_4,2022-08-01,1368,31720341,1407,32323792,Aug,Q2,2022,Wanaparthy
19_4,2022-08-01,220,7605809,218,7606749,Aug,Q2,2022,Kumurambheem Asifabad
21_5,2022-08-01,1248,31801448,1250,28433106,Aug,Q2,2022,Mahabubabad
16_1,2022-08-01,5193,1152834266,5723,1168086723,Aug,Q2,2022,Hyderabad
17_2,2022-08-01,5486,629422943,5551,605212052,Aug,Q2,2022,Sangareddy
22_2,2022-09-01,450,23301088,480,23708403,Sep,Q2,2022,Bhadradri Kothagudem
22_1,2022-09-01,3108,154477928,3240,160942887,Sep,Q2,2022,Khammam
23_1,2022-09-01,4260,121333083,4299,118647525,Sep,Q2,2022,Nalgonda
23_2,2022-09-01,2474,70521636,2675,74735751,Sep,Q2,2022,Suryapet
19_2,2022-09-01,951,20632662,913,18841874,Sep,Q2,2022,Nirmal
23_3,2022-09-01,4949,154515218,5131,146150765,Sep,Q2,2022,Yadadri Bhuvanagiri
14_5,2022-09-01,782,19708896,800,19295401,Sep,Q2,2022,Narayanpet
17_2,2022-09-01,5908,769381700,6284,809853521,Sep,Q2,2022,Sangareddy
19_3,2022-09-01,1829,56746850,1712,59051978,Sep,Q2,2022,Mancherial
21_1,2022-09-01,4268,239074293,4488,232183529,Sep,Q2,2022,Hanumakonda
14_4,2022-09-01,1526,31238664,1557,31205059,Sep,Q2,2022,Wanaparthy
17_1,2022-09-01,1262,54338851,1266,53296490,Sep,Q2,2022,Medak
15_1,2022-09-01,18805,2880499154,19805,3005744029,Sep,Q2,2022,Rangareddy
20_3,2022-09-01,2155,49629053,2122,49178446,Sep,Q2,2022,Rajanna Sircilla
21_2,2022-09-01,874,21435284,864,20791822,Sep,Q2,2022,Warangal
14_3,2022-09-01,2341,47520510,2421,46425308,Sep,Q2,2022,Nagarkurnool
17_3,2022-09-01,3072,88961809,3069,92339915,Sep,Q2,2022,Siddipet
15_2,2022-09-01,13038,2083549461,13813,2096442363,Sep,Q2,2022,Medchal_Malkajgiri
21_3,2022-09-01,1570,40285886,1645,40852247,Sep,Q2,2022,Jangoan
14_2,2022-09-01,1258,24576566,1309,25707246,Sep,Q2,2022,Jogulamba Gadwal
19_1,2022-09-01,961,31843177,1077,33272956,Sep,Q2,2022,Adilabad
20_4,2022-09-01,1150,52495487,1200,50024652,Sep,Q2,2022,Peddapalli
21_6,2022-09-01,1012,23384569,934,21235361,Sep,Q2,2022,Mulugu
14_1,2022-09-01,2479,78865422,2542,81191094,Sep,Q2,2022,Mahabubnagar
18_2,2022-09-01,1378,35841685,1509,40324546,Sep,Q2,2022,Kamareddy
18_1,2022-09-01,3831,128996874,3944,123526578,Sep,Q2,2022,Nizamabad
20_1,2022-09-01,2927,141616320,2968,137701716,Sep,Q2,2022,Karimnagar
19_4,2022-09-01,179,4684115,171,4139547,Sep,Q2,2022,Kumurambheem Asifabad
21_5,2022-09-01,1231,30494050,1269,30675635,Sep,Q2,2022,Mahabubabad
16_1,2022-09-01,5469,1079444350,5842,1087686732,Sep,Q2,2022,Hyderabad
20_2,2022-09-01,1601,50871116,1579,50155036,Sep,Q2,2022,Jagtial
15_3,2022-09-01,1188,37148394,1234,39346836,Sep,Q2,2022,Vikarabad
19_3,2022-10-01,1263,47960456,1333,46193479,Oct,Q3,2022,Mancherial
20_1,2022-10-01,2403,112008092,2476,116760177,Oct,Q3,2022,Karimnagar
15_1,2022-10-01,16350,2778577494,17170,2658917737,Oct,Q3,2022,Rangareddy
20_2,2022-10-01,1461,43140709,1514,46136692,Oct,Q3,2022,Jagtial
17_1,2022-10-01,920,53473383,880,50598530,Oct,Q3,2022,Medak
20_3,2022-10-01,1457,33213252,1449,32811948,Oct,Q3,2022,Rajanna Sircilla
18_2,2022-10-01,1232,29779245,1164,25421908,Oct,Q3,2022,Kamareddy
15_2,2022-10-01,11599,1749174335,12086,1725641810,Oct,Q3,2022,Medchal_Malkajgiri
22_2,2022-10-01,466,23380209,484,22733474,Oct,Q3,2022,Bhadradri Kothagudem
20_4,2022-10-01,1002,42617639,992,44153763,Oct,Q3,2022,Peddapalli
19_4,2022-10-01,148,4569240,160,4955225,Oct,Q3,2022,Kumurambheem Asifabad
23_2,2022-10-01,2427,71385785,2536,70971902,Oct,Q3,2022,Suryapet
15_3,2022-10-01,920,27892204,955,29487573,Oct,Q3,2022,Vikarabad
21_1,2022-10-01,3239,185221811,3517,192096503,Oct,Q3,2022,Hanumakonda
16_1,2022-10-01,4778,1094374121,5156,1084103286,Oct,Q3,2022,Hyderabad
14_2,2022-10-01,1099,28122749,1130,27719018,Oct,Q3,2022,Jogulamba Gadwal
21_3,2022-10-01,1368,33980854,1379,34590659,Oct,Q3,2022,Jangoan
23_1,2022-10-01,3361,100036661,3429,98427398,Oct,Q3,2022,Nalgonda
14_5,2022-10-01,612,15011952,642,14760946,Oct,Q3,2022,Narayanpet
14_3,2022-10-01,1882,36974439,1932,36788309,Oct,Q3,2022,Nagarkurnool
14_1,2022-10-01,2331,78745780,2406,74192139,Oct,Q3,2022,Mahabubnagar
17_3,2022-10-01,2725,65936215,2913,67545703,Oct,Q3,2022,Siddipet
21_5,2022-10-01,956,22685048,1070,24306992,Oct,Q3,2022,Mahabubabad
21_2,2022-10-01,657,16078936,674,18223073,Oct,Q3,2022,Warangal
18_1,2022-10-01,3177,103483858,3272,105216212,Oct,Q3,2022,Nizamabad
19_2,2022-10-01,875,20707701,891,21851904,Oct,Q3,2022,Nirmal
14_4,2022-10-01,1270,27008600,1277,26823357,Oct,Q3,2022,Wanaparthy
23_3,2022-10-01,4094,124787453,4232,125033422,Oct,Q3,2022,Yadadri Bhuvanagiri
17_2,2022-10-01,5366,669688088,5194,597593001,Oct,Q3,2022,Sangareddy
21_6,2022-10-01,566,12575975,629,14154359,Oct,Q3,2022,Mulugu
22_1,2022-10-01,2636,124582833,2770,128487551,Oct,Q3,2022,Khammam
19_1,2022-10-01,804,25801418,795,26421001,Oct,Q3,2022,Adilabad
18_1,2022-11-01,3804,127141742,3976,128740049,Nov,Q3,2022,Nizamabad
19_3,2022-11-01,1784,63735004,1850,61917709,Nov,Q3,2022,Mancherial
23_1,2022-11-01,3842,107944880,3980,110195247,Nov,Q3,2022,Nalgonda
17_1,2022-11-01,1049,53149411,1221,54417566,Nov,Q3,2022,Medak
17_3,2022-11-01,3662,80145147,3612,80989255,Nov,Q3,2022,Siddipet
19_2,2022-11-01,1084,28563022,1115,29132303,Nov,Q3,2022,Nirmal
22_2,2022-11-01,440,20562065,465,21995310,Nov,Q3,2022,Bhadradri Kothagudem
17_2,2022-11-01,5720,703769297,6255,763951173,Nov,Q3,2022,Sangareddy
19_1,2022-11-01,946,33759529,1038,35119462,Nov,Q3,2022,Adilabad
19_4,2022-11-01,180,5833743,173,5529343,Nov,Q3,2022,Kumurambheem Asifabad
23_2,2022-11-01,3120,94142762,3289,93708374,Nov,Q3,2022,Suryapet
20_1,2022-11-01,2807,113953428,2862,113408135,Nov,Q3,2022,Karimnagar
21_6,2022-11-01,824,19290678,866,20889937,Nov,Q3,2022,Mulugu
23_3,2022-11-01,5334,166902177,5476,168772405,Nov,Q3,2022,Yadadri Bhuvanagiri
14_1,2022-11-01,2867,98486139,2990,100294633,Nov,Q3,2022,Mahabubnagar
21_5,2022-11-01,1002,24809072,1044,25214470,Nov,Q3,2022,Mahabubabad
14_2,2022-11-01,1329,25749056,1356,25037646,Nov,Q3,2022,Jogulamba Gadwal
21_3,2022-11-01,1602,39413505,1686,42046825,Nov,Q3,2022,Jangoan
14_3,2022-11-01,2155,43697390,2275,44431440,Nov,Q3,2022,Nagarkurnool
22_1,2022-11-01,3375,172121398,3491,169028940,Nov,Q3,2022,Khammam
21_2,2022-11-01,851,24792956,897,22624725,Nov,Q3,2022,Warangal
16_1,2022-11-01,5292,1208056701,5731,1220973752,Nov,Q3,2022,Hyderabad
21_1,2022-11-01,4112,243322137,4536,246494353,Nov,Q3,2022,Hanumakonda
14_5,2022-11-01,725,13551510,769,14524190,Nov,Q3,2022,Narayanpet
14_4,2022-11-01,1515,35171616,1560,35516032,Nov,Q3,2022,Wanaparthy
18_2,2022-11-01,1441,36229953,1648,41366626,Nov,Q3,2022,Kamareddy
15_1,2022-11-01,19783,3003051570,20894,3078030940,Nov,Q3,2022,Rangareddy
15_3,2022-11-01,1235,43951677,1284,77098216,Nov,Q3,2022,Vikarabad
20_3,2022-11-01,1568,37185140,1568,38783348,Nov,Q3,2022,Rajanna Sircilla
20_2,2022-11-01,1763,52234818,1772,52835550,Nov,Q3,2022,Jagtial
20_4,2022-11-01,1284,55755488,1310,55053518,Nov,Q3,2022,Peddapalli
15_2,2022-11-01,14031,1826839377,14831,1852307919,Nov,Q3,2022,Medchal_Malkajgiri
14_1,2022-12-01,2784,85098197,2880,84393869,Dec,Q3,2022,Mahabubnagar
18_2,2022-12-01,1515,40896341,1705,51494193,Dec,Q3,2022,Kamareddy
16_1,2022-12-01,5898,1355787536,6308,1329150331,Dec,Q3,2022,Hyderabad
17_1,2022-12-01,1371,49030012,1322,62478201,Dec,Q3,2022,Medak
15_3,2022-12-01,1321,72749213,1353,37351018,Dec,Q3,2022,Vikarabad
14_2,2022-12-01,1349,26168756,1386,26145714,Dec,Q3,2022,Jogulamba Gadwal
17_2,2022-12-01,6473,801243285,6623,760514938,Dec,Q3,2022,Sangareddy
15_2,2022-12-01,14856,2334567346,15549,2297583064,Dec,Q3,2022,Medchal_Malkajgiri
23_2,2022-12-01,2854,81318532,3068,85311917,Dec,Q3,2022,Suryapet
14_4,2022-12-01,1531,32841412,1612,33293028,Dec,Q3,2022,Wanaparthy
17_3,2022-12-01,4580,96346583,3825,89172598,Dec,Q3,2022,Siddipet
15_1,2022-12-01,21409,3233570311,22066,3476461573,Dec,Q3,2022,Rangareddy
23_3,2022-12-01,5176,167334275,5312,166377762,Dec,Q3,2022,Yadadri Bhuvanagiri
14_5,2022-12-01,957,21817533,951,54941667,Dec,Q3,2022,Narayanpet
14_3,2022-12-01,2197,36811871,2212,37237639,Dec,Q3,2022,Nagarkurnool
18_1,2022-12-01,4440,145018110,4658,145874652,Dec,Q3,2022,Nizamabad
22_1,2022-12-01,3528,165181429,3528,161886885,Dec,Q3,2022,Khammam
20_2,2022-12-01,2037,64542761,2014,63434536,Dec,Q3,2022,Jagtial
21_6,2022-12-01,1103,21027052,1091,18590638,Dec,Q3,2022,Mulugu
19_4,2022-12-01,210,7326433,212,7931923,Dec,Q3,2022,Kumurambheem Asifabad
21_3,2022-12-01,1820,43961291,1814,47717327,Dec,Q3,2022,Jangoan
20_3,2022-12-01,1856,39239087,1842,37552767,Dec,Q3,2022,Rajanna Sircilla
19_3,2022-12-01,1648,51556856,1662,53216904,Dec,Q3,2022,Mancherial
23_1,2022-12-01,4434,114308244,4361,112865647,Dec,Q3,2022,Nalgonda
21_5,2022-12-01,1336,32110299,1542,33870130,Dec,Q3,2022,Mahabubabad
22_2,2022-12-01,528,25594836,550,22667405,Dec,Q3,2022,Bhadradri Kothagudem
19_2,2022-12-01,1095,24121734,1069,28643040,Dec,Q3,2022,Nirmal
20_4,2022-12-01,1496,57282591,1479,57747406,Dec,Q3,2022,Peddapalli
20_1,2022-12-01,3004,142858373,3035,142058913,Dec,Q3,2022,Karimnagar
19_1,2022-12-01,1212,42679882,1271,43190728,Dec,Q3,2022,Adilabad
21_2,2022-12-01,887,20785376,890,19938358,Dec,Q3,2022,Warangal
21_1,2022-12-01,4610,271354580,4616,256520194,Dec,Q3,2022,Hanumakonda
21_3,2023-01-01,1585,37768747,1672,40560447,Jan,Q4,2022,Jangoan
20_1,2023-01-01,2688,123852408,2993,132934712,Jan,Q4,2022,Karimnagar
21_5,2023-01-01,1342,32693841,1324,31873632,Jan,Q4,2022,Mahabubabad
16_1,2023-01-01,4899,1084721163,5351,1135867189,Jan,Q4,2022,Hyderabad
23_3,2023-01-01,4676,155087383,5032,197930372,Jan,Q4,2022,Yadadri Bhuvanagiri
20_2,2023-01-01,1692,50644161,1806,53789297,Jan,Q4,2022,Jagtial
14_2,2023-01-01,1286,30260131,1344,31259755,Jan,Q4,2022,Jogulamba Gadwal
15_3,2023-01-01,1118,31875190,1218,34139087,Jan,Q4,2022,Vikarabad
14_5,2023-01-01,784,50514172,818,16939177,Jan,Q4,2022,Narayanpet
21_2,2023-01-01,765,17404420,864,20959433,Jan,Q4,2022,Warangal
15_2,2023-01-01,12833,1713130744,13682,1802655144,Jan,Q4,2022,Medchal_Malkajgiri
22_2,2023-01-01,558,24538850,607,26076335,Jan,Q4,2022,Bhadradri Kothagudem
23_2,2023-01-01,2930,74447848,3122,78392382,Jan,Q4,2022,Suryapet
20_4,2023-01-01,1343,48484643,1457,49799397,Jan,Q4,2022,Peddapalli
14_3,2023-01-01,2033,34088377,2172,35680723,Jan,Q4,2022,Nagarkurnool
15_1,2023-01-01,17671,2968698366,19201,2911793905,Jan,Q4,2022,Rangareddy
21_1,2023-01-01,3218,171784887,3851,195178409,Jan,Q4,2022,Hanumakonda
20_3,2023-01-01,1998,42559764,2021,42506769,Jan,Q4,2022,Rajanna Sircilla
14_4,2023-01-01,1584,33370482,1618,34443499,Jan,Q4,2022,Wanaparthy
18_2,2023-01-01,1933,56557929,1824,43654914,Jan,Q4,2022,Kamareddy
17_1,2023-01-01,1246,55241470,1408,44175642,Jan,Q4,2022,Medak
19_1,2023-01-01,1050,36387664,1062,36546433,Jan,Q4,2022,Adilabad
22_1,2023-01-01,2864,141968542,3183,147506078,Jan,Q4,2022,Khammam
18_1,2023-01-01,4076,121234859,4347,125215308,Jan,Q4,2022,Nizamabad
23_1,2023-01-01,4116,101341119,4337,107080647,Jan,Q4,2022,Nalgonda
19_2,2023-01-01,962,21171939,1235,26203997,Jan,Q4,2022,Nirmal
17_3,2023-01-01,3640,68253540,3406,83385619,Jan,Q4,2022,Siddipet
19_3,2023-01-01,2173,52574678,2229,54503596,Jan,Q4,2022,Mancherial
17_2,2023-01-01,5537,661440177,5968,670181601,Jan,Q4,2022,Sangareddy
14_1,2023-01-01,2326,73940840,2428,75877587,Jan,Q4,2022,Mahabubnagar
19_4,2023-01-01,237,6899881,235,6191601,Jan,Q4,2022,Kumurambheem Asifabad
21_6,2023-01-01,1093,15129967,1153,15687215,Jan,Q4,2022,Mulugu
15_1,2023-02-01,19027,2975677528,19878,3009512192,Feb,Q4,2022,Rangareddy
19_2,2023-02-01,1539,31026011,1451,28481479,Feb,Q4,2022,Nirmal
18_1,2023-02-01,3920,122757854,4181,126174222,Feb,Q4,2022,Nizamabad
21_1,2023-02-01,3899,216193059,3963,214433314,Feb,Q4,2022,Hanumakonda
14_3,2023-02-01,2103,36437634,2066,35458677,Feb,Q4,2022,Nagarkurnool
14_5,2023-02-01,887,21092647,932,22899250,Feb,Q4,2022,Narayanpet
21_6,2023-02-01,766,16263760,794,16080717,Feb,Q4,2022,Mulugu
14_2,2023-02-01,1258,26321587,1286,25878004,Feb,Q4,2022,Jogulamba Gadwal
21_2,2023-02-01,899,21021768,926,21296483,Feb,Q4,2022,Warangal
23_2,2023-02-01,3314,94720880,3220,85806241,Feb,Q4,2022,Suryapet
23_3,2023-02-01,4932,259411612,5061,259392115,Feb,Q4,2022,Yadadri Bhuvanagiri
19_1,2023-02-01,1030,40576830,1098,40937396,Feb,Q4,2022,Adilabad
14_4,2023-02-01,1778,37497938,1776,46746999,Feb,Q4,2022,Wanaparthy
18_2,2023-02-01,1595,37903505,1637,37903955,Feb,Q4,2022,Kamareddy
22_1,2023-02-01,3329,161996191,3538,163300033,Feb,Q4,2022,Khammam
20_2,2023-02-01,1935,58590128,1954,59608627,Feb,Q4,2022,Jagtial
20_1,2023-02-01,3031,139773583,3024,139361911,Feb,Q4,2022,Karimnagar
23_1,2023-02-01,4227,106442600,4297,106085878,Feb,Q4,2022,Nalgonda
22_2,2023-02-01,462,24758816,463,21797881,Feb,Q4,2022,Bhadradri Kothagudem
17_2,2023-02-01,5803,660210895,6101,737968006,Feb,Q4,2022,Sangareddy
15_3,2023-02-01,1378,41844930,1427,43546323,Feb,Q4,2022,Vikarabad
16_1,2023-02-01,5215,1111618896,5578,1116823805,Feb,Q4,2022,Hyderabad
20_3,2023-02-01,1740,34638402,1763,34704002,Feb,Q4,2022,Rajanna Sircilla
19_3,2023-02-01,2457,58357077,2536,55413849,Feb,Q4,2022,Mancherial
14_1,2023-02-01,2480,74664336,2532,77460885,Feb,Q4,2022,Mahabubnagar
21_5,2023-02-01,1182,28757826,1281,30907073,Feb,Q4,2022,Mahabubabad
21_3,2023-02-01,1599,47850586,1594,37729311,Feb,Q4,2022,Jangoan
17_3,2023-02-01,4216,90711898,3441,97516445,Feb,Q4,2022,Siddipet
15_2,2023-02-01,12810,1916206633,13465,1845582136,Feb,Q4,2022,Medchal_Malkajgiri
19_4,2023-02-01,262,7184545,269,7494565,Feb,Q4,2022,Kumurambheem Asifabad
17_1,2023-02-01,1255,57992565,1170,58379617,Feb,Q4,2022,Medak
20_4,2023-02-01,1319,48693380,1337,49561104,Feb,Q4,2022,Peddapalli
21_5,2023-03-01,1484,34154402,1499,33128850,Mar,Q4,2022,Mahabubabad
23_3,2023-03-01,5308,172547389,5606,177729919,Mar,Q4,2022,Yadadri Bhuvanagiri
14_3,2023-03-01,2412,48372295,2475,48439941,Mar,Q4,2022,Nagarkurnool
21_3,2023-03-01,1652,34544933,1808,45606428,Mar,Q4,2022,Jangoan
14_1,2023-03-01,2877,91894125,3017,95840642,Mar,Q4,2022,Mahabubnagar
14_2,2023-03-01,1607,28900448,1641,30044795,Mar,Q4,2022,Jogulamba Gadwal
22_1,2023-03-01,3413,161103295,3518,164486824,Mar,Q4,2022,Khammam
21_6,2023-03-01,834,20521996,864,21267953,Mar,Q4,2022,Mulugu
15_2,2023-03-01,14960,2205243820,15946,2182774900,Mar,Q4,2022,Medchal_Malkajgiri
14_4,2023-03-01,1833,52326513,1898,43244413,Mar,Q4,2022,Wanaparthy
19_1,2023-03-01,1388,45439848,1407,44472607,Mar,Q4,2022,Adilabad
18_1,2023-03-01,4435,130499913,4517,124441269,Mar,Q4,2022,Nizamabad
19_2,2023-03-01,1361,42966869,1378,41977010,Mar,Q4,2022,Nirmal
17_3,2023-03-01,5101,107437340,4753,98149368,Mar,Q4,2022,Siddipet
17_2,2023-03-01,7299,838884926,7004,727411843,Mar,Q4,2022,Sangareddy
19_3,2023-03-01,2467,48958866,2633,54313485,Mar,Q4,2022,Mancherial
19_4,2023-03-01,208,5760075,219,6095592,Mar,Q4,2022,Kumurambheem Asifabad
17_1,2023-03-01,1320,56504907,1321,60321469,Mar,Q4,2022,Medak
20_1,2023-03-01,3191,134212334,3142,127938132,Mar,Q4,2022,Karimnagar
21_2,2023-03-01,1020,23471104,1016,20237995,Mar,Q4,2022,Warangal
16_1,2023-03-01,5706,1839593612,6223,1848245203,Mar,Q4,2022,Hyderabad
15_3,2023-03-01,1520,48535604,1544,47283515,Mar,Q4,2022,Vikarabad
23_2,2023-03-01,3296,91477690,3490,97232235,Mar,Q4,2022,Suryapet
20_2,2023-03-01,2067,64203357,2113,63592151,Mar,Q4,2022,Jagtial
18_2,2023-03-01,1637,34354361,1809,38612291,Mar,Q4,2022,Kamareddy
20_3,2023-03-01,2236,48122659,2247,47762729,Mar,Q4,2022,Rajanna Sircilla
15_1,2023-03-01,21524,3573491897,23030,3716779175,Mar,Q4,2022,Rangareddy
20_4,2023-03-01,1510,54036552,1596,57171081,Mar,Q4,2022,Peddapalli
14_5,2023-03-01,980,23898383,1026,23106330,Mar,Q4,2022,Narayanpet
21_1,2023-03-01,4321,279791569,4642,284765300,Mar,Q4,2022,Hanumakonda
22_2,2023-03-01,1255,18695648,1566,22453502,Mar,Q4,2022,Bhadradri Kothagudem
23_1,2023-03-01,5806,132022152,5997,135318190,Mar,Q4,2022,Nalgonda
